Hours Studied;Previous Scores;Extracurricular Activities;Sleep Hours;Sample Question Papers Practiced;Performance Index
5;86;Yes;4;7;72.00.00
3;41;No;4;7;18.00
4;53;No;8;4;36.00.00
9;92;Yes;7;9;92.00.00
9;71;Yes;9;5;71.00.00
2;81;No;7;4;58.00.00
8;71;No;9;3;69.00.00
8;67;No;6;3;58.00.00
7;87;No;5;3;74.00.00
8;78;Yes;8;3;72.00.00
3;79;Yes;9;5;61.00.00
6;81;No;9;5;74.00.00
1;86;No;7;4;60.00.00
7;79;No;8;8;70.00.00
1;52;Yes;9;7;27.00.00
9;51;Yes;6;9;49.00.00
1;47;No;4;5;17.00
1;54;No;9;8;34.00.00
7;65;No;7;4;51.00.00
2;51;No;6;9;27.00.00
5;82;No;8;3;67.00.00
8;90;No;9;5;84.00.00
8;85;Yes;6;3;81.00.00
3;66;Yes;6;7;45.00.00
7;57;Yes;6;6;50.00.00
3;84;No;6;4;67.00.00
6;75;No;6;9;67.00.00
6;88;No;6;5;77.00.00
3;90;Yes;5;6;70.00.00
7;66;No;8;1;59.00.00
3;48;Yes;4;8;27.00.00
8;94;No;8;6;88.00.00
4;78;No;7;7;60.00.00
1;40;No;7;4;14.00
4;46;Yes;8;2;27.00.00
7;65;Yes;6;1;54.00.00
4;46;Yes;5;1;32.00.00
6;91;No;4;2;79.00.00
9;46;Yes;9;0;44.00.00
1;47;No;9;0;20.00
5;55;No;6;6;42.00.00
7;42;Yes;8;9;33.00.00
1;84;Yes;9;7;58.00.00
4;49;No;8;5;31.00.00
6;89;No;5;6;75.00.00
2;46;No;5;0;22.00
5;60;No;8;0;46.00.00
1;92;Yes;6;8;68.00.00
6;76;Yes;6;4;66.00.00
6;70;Yes;6;6;60.00.00
4;62;No;9;5;44.00.00
8;96;No;4;3;90.00.00
4;66;No;4;0;47.00.00
8;95;Yes;6;3;88.00.00
8;61;No;8;9;56.00.00
5;78;No;5;9;66.00.00
4;96;Yes;7;7;78.00.00
2;66;Yes;5;0;43.00.00
3;93;No;5;1;72.00.00
3;88;Yes;7;7;69.00.00
4;43;No;6;1;24.00.00
4;63;Yes;5;9;47.00.00
5;62;No;7;8;45.00.00
4;87;Yes;9;2;72.00.00
8;58;Yes;8;2;51.00.00
6;81;Yes;8;5;73.00.00
6;42;Yes;8;2;28.00.00
8;66;No;6;8;56.00.00
7;42;No;5;7;29.00.00
8;67;Yes;5;3;60.00.00
2;56;No;4;5;28.00.00
9;70;Yes;8;7;66.00.00
1;49;Yes;6;3;21.00
8;88;No;7;4;84.00.00
4;61;No;6;6;42.00.00
4;69;No;5;7;51.00.00
5;88;No;8;6;74.00.00
8;60;No;4;7;50.00.00
5;75;No;9;3;62.00.00
8;92;No;6;0;90.00.00
1;62;Yes;4;5;32.00.00
9;77;No;5;4;71.00.00
6;51;Yes;7;3;37.00.00
3;64;No;6;1;42.00.00
8;93;No;9;0;85.00.00
9;96;Yes;5;8;96.00.00
6;59;Yes;8;1;51.00.00
7;88;Yes;6;8;82.00.00
1;88;Yes;4;5;64.00.00
5;81;No;6;5;67.00.00
5;46;No;5;1;32.00.00
4;68;Yes;5;5;50.00.00
6;87;Yes;4;2;73.00.00
7;68;No;9;6;62.00.00
9;52;No;5;9;48.00.00
1;42;Yes;6;3;20.00
6;41;No;9;8;33.00.00
7;55;No;4;4;43.00.00
3;69;Yes;5;9;49.00.00
8;77;Yes;5;2;70.00.00
5;45;Yes;6;0;28.00.00
9;84;Yes;5;0;82.00.00
5;46;No;6;3;29.00.00
9;44;Yes;8;9;42.00.00
4;95;No;9;9;79.00.00
9;46;No;6;3;41.00.00
5;73;No;7;8;61.00.00
9;71;No;5;7;69.00.00
3;88;Yes;8;3;68.00.00
4;52;No;9;5;38.00.00
9;69;Yes;4;6;67.00.00
6;64;No;7;9;54.00.00
2;60;Yes;4;7;39.00.00
7;99;No;7;3;93.00.00
2;98;No;8;0;76.00.00
2;60;Yes;9;4;39.00.00
1;67;Yes;8;0;38.00.00
3;87;Yes;8;3;69.00.00
6;97;Yes;7;6;88.00.00
8;59;No;6;6;54.00.00
9;73;No;9;0;68.00.00
7;44;No;4;8;33.00.00
4;57;No;6;1;40.00.00
6;99;No;6;4;87.00.00
5;78;Yes;5;5;64.00.00
8;82;Yes;4;0;70.00.00
1;96;No;7;1;70.00.00
1;96;Yes;5;6;72.00.00
6;50;No;5;5;38.00.00
2;93;No;8;5;71.00.00
5;56;Yes;7;5;40.00.00
1;87;No;6;6;58.00.00
7;84;Yes;9;9;77.00.00
1;61;No;6;8;38.00.00
4;76;Yes;6;8;60.00.00
9;59;No;8;1;57.00.00
1;87;No;6;1;63.00.00
4;99;Yes;4;4;82.00.00
6;93;No;6;9;84.00.00
6;93;No;6;6;84.00.00
8;87;Yes;4;2;77.00.00
1;87;Yes;8;2;61.00.00
7;85;Yes;5;3;73.00.00
1;45;No;7;2;15.00
7;73;Yes;8;2;64.00.00
3;53;Yes;6;7;33.00.00
8;87;Yes;5;6;78.00.00
3;62;No;7;6;43.00.00
1;59;Yes;7;9;34.00.00
8;52;No;7;1;48.00.00
3;86;No;4;8;66.00.00
2;83;Yes;4;5;60.00.00
1;80;No;5;2;53.00.00
3;71;No;6;8;51.00.00
2;65;No;5;8;43.00.00
2;89;No;6;5;68.00.00
6;92;No;8;9;80.00.00
1;53;Yes;7;5;26.00.00
2;91;Yes;7;7;70.00.00
6;96;Yes;4;7;85.00.00
3;75;No;8;5;57.00.00
4;47;Yes;9;6;30.00.00
1;79;No;8;3;56.00.00
8;61;No;6;0;53.00.00
7;61;No;8;3;52.00.00
7;55;No;4;7;47.00.00
3;66;Yes;6;7;48.00.00
3;95;No;5;1;78.00.00
2;99;Yes;6;6;79.00.00
1;99;Yes;5;0;75.00.00
7;49;No;9;1;40.00.00
7;64;Yes;6;7;59.00.00
2;70;Yes;7;9;49.00.00
7;60;Yes;9;3;48.00.00
8;66;No;5;2;60.00.00
1;56;No;4;1;29.00.00
9;72;No;9;5;68.00.00
7;70;Yes;9;3;63.00.00
3;89;Yes;9;2;71.00.00
8;81;No;5;2;76.00.00
7;65;No;5;9;57.00.00
8;60;Yes;6;2;54.00.00
6;75;No;7;7;61.00.00
9;40;No;9;8;34.00.00
5;43;Yes;6;8;32.00.00
3;43;Yes;6;4;23.00
3;65;No;7;0;44.00.00
1;43;No;6;9;18.00
8;88;No;7;4;82.00.00
2;48;No;4;0;18.00
3;69;Yes;7;8;52.00.00
8;90;No;8;9;88.00.00
8;84;No;7;7;78.00.00
4;43;Yes;7;6;26.00.00
4;44;Yes;8;1;26.00.00
5;84;Yes;7;1;74.00.00
6;62;Yes;5;3;52.00.00
5;55;Yes;6;8;40.00.00
7;61;Yes;6;8;54.00.00
2;76;Yes;4;7;51.00.00
7;47;No;4;4;35.00.00
7;87;No;8;6;79.00.00
1;72;Yes;5;8;45.00.00
7;94;No;4;2;81.00.00
5;99;No;6;3;87.00.00
3;77;Yes;4;1;56.00.00
3;82;Yes;4;8;65.00.00
4;55;Yes;7;6;38.00.00
2;44;Yes;4;5;17.00
2;55;Yes;8;4;35.00.00
1;46;No;6;6;20.00
5;90;No;8;2;75.00.00
4;40;Yes;8;4;26.00.00
2;48;Yes;9;1;23.00
3;57;No;5;4;38.00.00
7;84;No;9;6;78.00.00
7;97;No;9;9;91.00.00
4;86;Yes;7;6;67.00.00
5;42;Yes;8;8;31.00.00
5;63;No;5;2;49.00.00
6;67;Yes;6;7;57.00.00
9;49;No;6;4;45.00.00
2;48;Yes;5;6;22.00
5;52;Yes;8;0;35.00.00
3;87;No;8;0;65.00.00
4;74;No;7;3;53.00.00
6;93;Yes;7;4;79.00.00
8;62;No;9;9;57.00.00
1;86;Yes;6;2;58.00.00
8;56;No;7;5;50.00.00
7;85;No;5;2;75.00.00
1;46;Yes;6;4;17.00
2;91;Yes;8;0;70.00.00
3;55;Yes;6;2;36.00.00
1;92;No;4;6;61.00.00
9;79;No;6;2;78.00.00
8;75;Yes;7;4;71.00.00
2;59;No;5;6;36.00.00
9;63;Yes;8;1;63.00.00
7;86;Yes;8;2;78.00.00
9;44;Yes;7;3;39.00.00
6;84;Yes;7;4;70.00.00
6;45;Yes;7;8;34.00.00
4;67;No;4;8;49.00.00
2;98;No;5;3;71.00.00
7;44;Yes;4;8;34.00.00
5;88;No;7;3;77.00.00
6;78;Yes;5;1;67.00.00
2;77;No;7;9;52.00.00
5;41;No;5;0;25.00.00
4;82;Yes;8;6;68.00.00
9;78;No;4;3;76.00.00
6;93;Yes;9;7;85.00.00
2;60;No;7;7;40.00.00
1;79;Yes;7;7;56.00.00
5;76;Yes;6;5;62.00.00
9;98;Yes;9;8;99.00.00
6;57;Yes;8;3;46.00.00
7;93;Yes;7;4;86.00.00
5;87;Yes;4;3;73.00.00
6;85;No;8;4;74.00.00
5;51;Yes;7;1;37.00.00
9;56;No;4;4;50.00.00
6;76;Yes;6;9;65.00.00
8;85;No;6;7;79.00.00
2;77;Yes;4;8;53.00.00
9;54;Yes;8;6;55.00.00
5;46;No;4;6;31.00.00
7;53;Yes;9;5;47.00.00
1;89;Yes;4;1;63.00.00
5;40;Yes;6;9;27.00.00
2;77;Yes;6;9;53.00.00
6;42;No;6;8;33.00.00
1;76;Yes;9;4;56.00.00
3;83;No;7;5;65.00.00
5;70;Yes;9;0;55.00.00
4;82;Yes;7;4;67.00.00
3;52;Yes;9;5;32.00.00
5;87;Yes;5;9;73.00.00
8;57;No;7;1;45.00.00
4;56;Yes;8;6;43.00.00
1;56;Yes;8;3;32.00.00
7;50;Yes;6;4;42.00.00
8;59;No;9;2;55.00.00
3;49;No;4;4;28.00.00
6;68;No;6;3;58.00.00
2;87;No;4;9;67.00.00
7;73;Yes;9;5;66.00.00
8;56;Yes;6;1;46.00.00
6;93;No;6;2;79.00.00
6;91;Yes;8;9;83.00.00
5;81;Yes;4;0;63.00.00
8;52;No;5;6;45.00.00
1;83;Yes;5;8;63.00.00
4;86;No;6;1;70.00.00
4;78;No;9;6;58.00.00
3;66;No;6;2;50.00.00
3;93;No;8;4;77.00.00
4;92;No;4;5;75.00.00
1;65;No;6;7;40.00.00
2;67;Yes;9;3;43.00.00
9;52;Yes;5;1;47.00.00
2;51;Yes;4;2;22.00
5;83;No;6;7;71.00.00
9;67;No;4;6;63.00.00
9;41;No;8;5;37.00.00
8;76;Yes;5;4;72.00.00
1;96;Yes;9;4;73.00.00
1;96;No;4;0;72.00.00
9;73;No;5;5;68.00.00
8;62;No;6;8;59.00.00
9;97;No;9;7;97.00.00
7;91;No;9;9;83.00.00
3;84;Yes;7;0;65.00.00
3;68;No;4;5;47.00.00
2;74;No;5;2;51.00.00
5;50;No;4;5;32.00.00
3;87;No;6;8;63.00.00
6;72;Yes;6;5;60.00.00
2;90;No;9;7;70.00.00
3;50;No;9;5;32.00.00
5;48;No;5;5;32.00.00
1;53;Yes;8;6;29.00.00
1;48;No;4;9;21.00
9;78;Yes;4;3;74.00.00
7;87;No;6;7;81.00.00
1;42;No;4;3;11.00
8;68;No;5;6;65.00.00
3;58;No;7;0;37.00.00
8;75;No;9;8;75.00.00
5;71;No;6;9;61.00.00
1;46;No;9;8;17.00
7;94;No;9;6;87.00.00
5;67;No;9;7;52.00.00
6;83;Yes;7;1;71.00.00
6;57;Yes;4;9;46.00.00
8;99;Yes;8;9;99.00.00
9;44;Yes;9;6;40.00.00
2;62;No;5;0;42.00.00
9;94;No;9;2;91.00.00
9;61;Yes;9;5;57.00.00
7;65;Yes;4;4;58.00.00
1;81;Yes;5;4;55.00.00
7;51;Yes;4;8;46.00.00
5;79;No;9;5;64.00.00
6;58;Yes;4;2;45.00.00
7;86;No;4;1;78.00.00
5;40;No;6;8;24.00.00
7;42;No;7;9;36.00.00
9;66;Yes;8;3;65.00.00
3;57;Yes;7;4;35.00.00
8;89;No;7;8;87.00.00
2;69;Yes;5;4;45.00.00
7;41;Yes;6;6;35.00.00
2;44;No;6;1;18.00
4;68;No;4;1;46.00.00
7;72;Yes;7;3;63.00.00
3;81;No;8;7;62.00.00
2;59;Yes;5;1;35.00.00
7;69;Yes;6;9;63.00.00
1;81;No;4;6;58.00.00
8;44;No;8;0;37.00.00
3;89;Yes;7;8;74.00.00
2;60;No;8;9;40.00.00
3;97;Yes;6;5;78.00.00
5;54;No;5;0;38.00.00
8;59;Yes;7;9;55.00.00
7;47;No;5;5;39.00.00
7;88;Yes;9;4;84.00.00
7;70;Yes;8;4;60.00.00
8;51;No;8;4;47.00.00
1;60;Yes;4;3;34.00.00
4;69;Yes;7;6;54.00.00
6;66;Yes;8;8;56.00.00
9;83;Yes;6;3;82.00.00
2;65;Yes;9;1;45.00.00
1;72;No;6;1;45.00.00
2;65;Yes;5;1;43.00.00
7;65;Yes;9;6;57.00.00
3;75;Yes;9;3;56.00.00
2;79;No;6;3;56.00.00
7;40;No;8;0;30.00.00
2;98;Yes;6;3;75.00.00
3;54;Yes;7;5;33.00.00
7;89;No;5;1;80.00.00
4;40;No;9;3;27.00.00
1;50;Yes;7;6;26.00.00
5;94;No;8;8;81.00.00
9;41;Yes;8;1;41.00.00
8;40;Yes;6;7;34.00.00
9;70;Yes;4;5;68.00.00
9;83;No;9;7;83.00.00
7;55;Yes;9;1;44.00.00
4;93;Yes;4;0;75.00.00
5;61;No;8;6;52.00.00
1;81;Yes;8;8;56.00.00
1;57;Yes;9;8;37.00.00
3;86;Yes;5;1;67.00.00
8;56;No;9;3;50.00.00
2;69;No;8;0;46.00.00
4;49;Yes;8;6;31.00.00
2;74;No;5;1;51.00.00
5;97;Yes;7;3;82.00.00
9;60;Yes;7;1;58.00.00
1;55;No;5;0;31.00.00
5;45;No;5;6;29.00.00
9;42;Yes;7;5;40.00.00
1;80;No;7;1;51.00.00
9;82;No;7;3;79.00.00
8;60;No;7;2;52.00.00
4;52;Yes;9;2;36.00.00
5;57;Yes;9;2;43.00.00
5;97;No;6;3;81.00.00
6;93;Yes;5;0;81.00.00
7;99;Yes;4;0;84.00.00
8;63;No;6;6;55.00.00
8;66;Yes;4;4;64.00.00
2;93;No;4;2;68.00.00
9;43;Yes;8;8;41.00.00
7;61;Yes;5;4;53.00.00
4;63;No;9;9;50.00.00
4;79;Yes;6;2;65.00.00
8;84;No;5;8;78.00.00
4;49;Yes;7;0;31.00.00
6;41;Yes;5;8;30.00.00
5;79;Yes;4;4;64.00.00
3;45;No;9;5;26.00.00
2;87;Yes;7;1;66.00.00
9;57;Yes;5;7;55.00.00
9;56;No;5;2;52.00.00
1;77;No;9;0;57.00.00
3;84;Yes;4;6;68.00.00
8;62;No;7;2;57.00.00
6;85;No;4;3;75.00.00
5;69;No;9;4;54.00.00
5;97;No;5;0;82.00.00
6;60;Yes;6;8;51.00.00
7;49;No;6;6;43.00.00
1;95;Yes;8;1;68.00.00
9;82;Yes;6;0;77.00.00
3;52;Yes;9;1;33.00.00
4;51;No;9;2;37.00.00
1;48;No;9;2;23.00
3;43;Yes;7;7;26.00.00
2;78;Yes;8;4;56.00.00
2;63;No;7;8;42.00.00
1;93;No;6;2;65.00.00
8;73;Yes;6;5;66.00.00
3;78;No;5;3;57.00.00
3;80;No;7;7;59.00.00
6;44;Yes;4;0;28.00.00
8;54;No;5;3;46.00.00
9;89;No;7;6;84.00.00
9;43;Yes;9;8;42.00.00
4;90;No;8;0;73.00.00
5;91;Yes;7;7;77.00.00
2;97;No;8;1;74.00.00
9;78;Yes;8;3;75.00.00
8;97;No;6;3;94.00.00
3;47;Yes;4;7;27.00.00
9;88;No;7;1;89.00.00
3;84;No;4;6;62.00.00
9;63;No;8;2;59.00.00
2;92;Yes;6;8;73.00.00
9;67;No;4;4;57.00.00
8;94;Yes;5;7;90.00.00
9;82;No;8;4;80.00.00
5;66;No;5;0;50.00.00
2;40;No;9;8;18.00
8;73;No;4;9;68.00.00
6;56;No;4;6;39.00.00
8;76;No;4;3;67.00.00
5;77;Yes;9;6;69.00.00
2;65;Yes;7;4;43.00.00
6;96;No;8;9;84.00.00
5;63;No;8;8;50.00.00
5;78;No;8;1;65.00.00
1;99;No;7;3;74.00.00
2;60;No;4;5;35.00.00
8;69;Yes;4;4;61.00.00
3;86;No;9;0;64.00.00
3;90;No;5;8;66.00.00
8;87;Yes;7;8;81.00.00
8;96;Yes;6;2;93.00.00
2;52;Yes;7;3;28.00.00
8;76;No;9;3;71.00.00
1;42;No;5;9;13.00
6;71;No;5;7;59.00.00
8;74;No;5;5;67.00.00
3;58;No;4;1;35.00.00
8;53;Yes;6;3;46.00.00
1;87;No;5;0;59.00.00
9;61;No;8;2;57.00.00
9;56;No;4;3;51.00.00
5;98;Yes;6;7;80.00.00
4;43;No;8;2;22.00
6;84;No;6;4;71.00.00
7;79;No;9;0;73.00.00
5;58;No;6;3;40.00.00
9;76;Yes;8;1;75.00.00
3;41;Yes;7;3;24.00.00
7;54;Yes;6;4;45.00.00
5;41;No;7;2;25.00.00
7;50;Yes;6;5;42.00.00
2;84;Yes;9;1;63.00.00
4;62;No;8;4;44.00.00
2;49;No;6;3;26.00.00
7;42;Yes;5;4;31.00.00
2;44;Yes;9;8;26.00.00
1;42;Yes;5;5;15.00
9;77;Yes;9;6;77.00.00
1;52;No;9;7;31.00.00
8;81;No;6;8;75.00.00
2;58;Yes;8;4;34.00.00
8;79;Yes;8;7;74.00.00
3;89;Yes;4;1;68.00.00
6;74;No;8;9;64.00.00
3;63;No;7;8;43.00.00
7;63;No;6;1;54.00.00
9;56;Yes;5;4;53.00.00
2;79;No;8;5;56.00.00
5;49;Yes;5;3;34.00.00
6;41;Yes;4;7;27.00.00
4;83;No;6;9;66.00.00
4;62;Yes;8;2;41.00.00
4;45;No;5;4;25.00.00
2;41;No;9;1;20.00
4;60;Yes;8;2;45.00.00
1;94;Yes;4;7;70.00.00
6;95;No;9;4;86.00.00
1;74;No;5;2;46.00.00
6;88;No;5;4;73.00.00
1;68;No;6;8;42.00.00
6;46;No;6;2;27.00.00
8;68;No;5;9;64.00.00
2;92;No;9;6;71.00.00
2;76;Yes;6;7;56.00.00
4;62;No;5;4;43.00.00
3;72;Yes;9;2;50.00.00
4;47;Yes;7;5;31.00.00
7;51;No;8;2;42.00.00
1;85;No;7;8;60.00.00
6;87;No;7;1;76.00.00
3;49;No;8;2;28.00.00
7;54;No;5;6;45.00.00
2;92;Yes;5;9;71.00.00
2;63;Yes;6;7;44.00.00
4;65;No;4;4;48.00.00
1;86;No;5;4;57.00.00
3;81;No;8;4;61.00.00
9;92;No;4;3;86.00.00
7;99;Yes;8;8;95.00.00
7;78;Yes;8;5;70.00.00
4;97;Yes;8;7;81.00.00
2;42;No;4;7;18.00
4;41;No;7;4;24.00.00
6;45;No;9;8;32.00.00
3;60;Yes;8;1;40.00.00
1;48;Yes;6;7;25.00.00
8;49;Yes;5;2;41.00.00
5;75;No;9;6;66.00.00
5;98;Yes;5;8;83.00.00
4;42;No;5;4;22.00
6;80;Yes;4;7;70.00.00
3;63;No;6;3;42.00.00
9;61;No;6;0;56.00.00
5;88;No;9;0;72.00.00
3;53;No;6;5;31.00.00
1;81;Yes;6;7;60.00.00
6;84;Yes;6;9;74.00.00
2;83;Yes;9;1;62.00.00
3;66;No;7;3;44.00.00
1;72;Yes;6;2;46.00.00
9;99;No;6;8;96.00.00
8;61;Yes;4;2;51.00.00
2;68;Yes;4;7;43.00.00
8;58;No;6;6;51.00.00
9;58;No;7;0;58.00.00
1;45;No;6;7;23.00
5;84;Yes;6;8;67.00.00
8;58;No;6;7;50.00.00
2;52;Yes;8;9;31.00.00
4;98;Yes;7;9;83.00.00
7;65;Yes;5;0;55.00.00
3;61;No;6;6;44.00.00
5;60;Yes;5;8;45.00.00
8;75;No;7;4;73.00.00
3;95;No;6;1;76.00.00
4;41;Yes;5;7;23.00
9;86;Yes;9;8;84.00.00
7;83;Yes;5;6;73.00.00
1;69;Yes;7;4;48.00.00
4;66;No;6;7;50.00.00
4;46;No;8;5;30.00.00
9;59;No;7;3;51.00.00
6;89;No;8;0;76.00.00
9;70;No;6;5;66.00.00
6;62;No;5;7;50.00.00
6;52;No;9;2;40.00.00
5;56;No;9;6;42.00.00
5;43;No;7;6;29.00.00
2;96;Yes;7;8;77.00.00
8;53;Yes;7;0;45.00.00
8;59;No;4;4;49.00.00
1;99;No;9;7;74.00.00
8;52;Yes;9;2;45.00.00
5;42;Yes;6;4;27.00.00
2;65;Yes;4;0;44.00.00
2;65;No;7;8;42.00.00
6;57;Yes;7;3;43.00.00
9;71;Yes;8;4;68.00.00
1;53;Yes;4;2;29.00.00
6;86;Yes;5;1;73.00.00
9;42;Yes;9;6;39.00.00
8;40;No;6;4;30.00.00
6;65;Yes;5;9;53.00.00
3;63;No;5;2;38.00.00
8;88;Yes;6;1;82.00.00
9;74;Yes;7;9;72.00.00
1;53;Yes;9;5;24.00.00
9;42;Yes;8;9;44.00.00
6;52;Yes;7;5;45.00.00
6;86;No;7;2;75.00.00
4;89;No;4;8;75.00.00
1;53;No;5;0;26.00.00
8;60;No;5;2;49.00.00
2;65;No;9;0;42.00.00
1;42;No;5;6;14.00
2;90;No;8;1;64.00.00
1;79;Yes;8;3;54.00.00
1;43;No;8;3;16.00
9;75;Yes;6;7;73.00.00
1;90;Yes;9;3;67.00.00
4;82;No;8;2;69.00.00
6;40;Yes;4;9;28.00.00
7;79;Yes;4;2;67.00.00
2;86;No;7;4;62.00.00
6;72;Yes;7;5;60.00.00
7;46;No;9;6;43.00.00
2;92;Yes;7;4;70.00.00
2;91;No;7;6;70.00.00
7;91;Yes;4;3;84.00.00
1;95;No;7;4;72.00.00
8;50;Yes;4;5;44.00.00
3;66;No;8;8;46.00.00
6;53;Yes;8;5;41.00.00
9;61;Yes;9;9;58.00.00
6;55;No;6;0;44.00.00
9;85;Yes;7;6;89.00.00
7;51;No;8;2;45.00.00
9;88;Yes;8;5;87.00.00
2;85;Yes;9;1;61.00.00
8;49;No;5;6;41.00.00
8;63;Yes;5;0;57.00.00
2;85;No;9;1;62.00.00
4;57;Yes;4;8;39.00.00
7;61;Yes;6;8;54.00.00
4;48;Yes;9;6;33.00.00
4;56;Yes;5;1;42.00.00
6;77;No;6;4;70.00.00
6;79;No;8;3;67.00.00
3;97;Yes;9;1;80.00.00
9;52;Yes;4;1;44.00.00
2;89;No;6;9;69.00.00
6;76;Yes;5;7;66.00.00
7;45;No;8;4;35.00.00
9;60;Yes;9;7;61.00.00
3;90;Yes;7;1;68.00.00
3;75;No;8;1;55.00.00
7;46;Yes;5;2;36.00.00
4;75;No;9;9;56.00.00
8;64;No;5;7;58.00.00
7;50;No;7;7;40.00.00
5;83;No;8;2;68.00.00
7;53;No;6;0;43.00.00
3;84;No;6;6;61.00.00
2;68;Yes;8;3;45.00.00
6;49;No;6;2;36.00.00
2;89;No;9;4;67.00.00
3;87;Yes;8;5;67.00.00
6;44;No;8;0;29.00.00
5;47;Yes;5;8;31.00.00
8;85;No;4;5;74.00.00
9;44;No;5;2;37.00.00
3;97;No;6;0;79.00.00
3;99;Yes;4;8;76.00.00
3;63;Yes;8;1;45.00.00
6;79;No;6;9;65.00.00
1;96;No;7;5;72.00.00
7;65;Yes;6;5;62.00.00
1;45;Yes;4;2;19.00
5;55;Yes;4;5;39.00.00
8;99;No;8;1;93.00.00
4;75;Yes;9;7;62.00.00
5;51;Yes;7;0;37.00.00
4;50;Yes;8;5;34.00.00
4;42;Yes;7;0;23.00
8;83;Yes;7;8;79.00.00
2;76;Yes;8;8;51.00.00
1;45;Yes;6;5;18.00
3;58;No;5;5;41.00.00
9;57;Yes;7;8;57.00.00
4;55;No;4;4;36.00.00
5;62;No;8;8;47.00.00
2;82;Yes;9;4;65.00.00
4;76;No;6;3;57.00.00
2;48;No;7;1;22.00
2;42;Yes;9;1;20.00
4;47;No;6;0;27.00.00
6;77;Yes;8;9;64.00.00
7;43;Yes;9;2;32.00.00
3;51;Yes;4;0;29.00.00
3;83;Yes;7;5;62.00.00
6;70;Yes;7;6;56.00.00
3;64;Yes;9;8;43.00.00
2;92;Yes;6;6;70.00.00
8;55;No;8;3;49.00.00
5;81;Yes;5;3;68.00.00
1;93;No;7;7;66.00.00
3;53;Yes;4;3;31.00.00
8;52;Yes;7;0;44.00.00
4;80;Yes;7;8;65.00.00
7;46;No;5;2;36.00.00
2;51;No;5;0;27.00.00
7;76;No;8;8;71.00.00
5;89;No;7;9;76.00.00
5;43;No;7;9;31.00.00
6;41;No;6;4;26.00.00
9;74;Yes;6;8;69.00.00
6;97;Yes;9;2;90.00.00
8;83;No;9;5;79.00.00
7;42;No;4;6;33.00.00
9;43;No;4;4;40.00.00
4;77;No;6;7;58.00.00
2;51;No;9;9;28.00.00
7;58;Yes;4;5;50.00.00
6;49;Yes;7;5;37.00.00
1;40;Yes;9;6;15.00
9;56;Yes;5;7;50.00.00
9;55;Yes;9;1;55.00.00
2;48;Yes;7;6;25.00.00
3;96;Yes;6;8;79.00.00
5;92;Yes;8;0;79.00.00
5;48;No;8;0;36.00.00
1;98;No;6;6;69.00.00
8;94;Yes;7;4;83.00.00
8;48;Yes;4;0;44.00.00
4;51;Yes;9;0;36.00.00
7;94;No;9;1;84.00.00
3;80;No;4;9;58.00.00
6;54;Yes;8;8;44.00.00
9;41;No;6;2;36.00.00
1;50;Yes;6;8;23.00
5;50;Yes;5;5;33.00.00
4;47;Yes;8;9;31.00.00
8;94;Yes;6;5;90.00.00
1;71;Yes;5;6;45.00.00
9;45;No;4;9;40.00.00
6;92;Yes;8;7;81.00.00
4;59;Yes;8;2;47.00.00
9;78;Yes;6;7;75.00.00
5;74;Yes;6;5;61.00.00
5;47;No;7;5;37.00.00
5;89;Yes;4;2;75.00.00
1;88;Yes;4;5;63.00.00
1;82;No;9;7;61.00.00
8;73;Yes;5;6;70.00.00
8;96;Yes;5;9;91.00.00
6;92;Yes;7;9;80.00.00
4;98;Yes;9;6;83.00.00
2;95;No;4;2;72.00.00
2;58;Yes;5;9;35.00.00
9;46;Yes;4;2;41.00.00
5;70;No;4;4;57.00.00
4;57;Yes;9;4;43.00.00
1;79;Yes;5;8;55.00.00
7;53;No;6;8;42.00.00
3;78;Yes;6;9;59.00.00
6;99;No;9;4;90.00.00
5;92;Yes;5;4;79.00.00
5;99;No;7;5;89.00.00
5;98;Yes;8;7;87.00.00
1;75;Yes;9;5;50.00.00
1;56;No;4;5;33.00.00
3;76;Yes;9;8;58.00.00
4;83;No;8;0;68.00.00
5;48;No;9;3;33.00.00
2;97;No;5;9;73.00.00
8;59;No;4;9;50.00.00
2;84;Yes;8;1;59.00.00
9;96;No;6;8;93.00.00
2;67;Yes;7;2;47.00.00
9;89;Yes;9;9;89.00.00
7;59;No;9;1;47.00.00
8;80;No;8;7;77.00.00
2;75;Yes;7;3;53.00.00
7;92;No;9;1;87.00.00
6;66;Yes;6;3;53.00.00
4;47;No;8;6;28.00.00
7;71;Yes;5;6;66.00.00
4;40;Yes;4;0;23.00
2;56;No;6;0;28.00.00
7;96;Yes;7;2;89.00.00
8;48;Yes;7;1;38.00.00
2;59;No;6;2;37.00.00
5;84;No;5;3;66.00.00
1;71;No;9;6;44.00.00
7;41;No;5;1;33.00.00
8;71;No;9;6;67.00.00
6;84;Yes;9;4;76.00.00
5;48;Yes;7;7;33.00.00
6;69;No;9;7;59.00.00
2;59;Yes;6;4;39.00.00
1;77;Yes;9;9;55.00.00
7;99;Yes;6;7;96.00.00
7;40;Yes;4;8;30.00.00
2;99;Yes;7;6;80.00.00
2;96;No;5;5;75.00.00
1;44;No;8;6;19.00
8;74;Yes;5;6;71.00.00
8;75;Yes;5;2;67.00.00
1;40;No;8;5;16.00
8;53;No;7;5;45.00.00
9;48;No;9;8;44.00.00
4;69;No;4;0;50.00.00
1;63;Yes;5;6;37.00.00
